Name;Nennform;Dat. (Text);Datierung;Geo. Bez.;Beruf / Tätigkeit;Typ;Biographie;GND Link;Quelle EM;ID EM
Sick, Eberhard von;Eberhard von Sick;1911;"Lebensdaten: 1883 - 1978; Datum erste Erwähnung: 1911, Erwerbungsvorgang";Sammelgebiet: Deutsch-Ostafrika;Sammler, Oberleutnant;Person;"Biografie: Eberhard von Sick (1883-1978) war ein deutscher Schutztruppenoffizier in Ostafrika und völkerkundlicher Autor.

Eberhard von Sick wurde am 20.08.1883 in Stuttgart als Sohn des späteren Generals der Kavallerie Alfred von Sick, Flügeladjutant des Königs Karl von Württemberg, geboren. Die Stellung des Vaters brachte häufige Versetzungen mit sich, was sich auf den Schulbesuch des Sohnes auswirkte. So besuchte Eberhard von Sick Gymnasien in Ludwigsburg, Düsseldorf und Berlin und kam dann zum Kadettenkorps nach Potsdam und Groß-Lichterfelde bei Berlin. Nach Absolvierung des Kadettenkorps trat er in das 2. Württ. Ulanenregiment König Wilhelm I. ein, wo er am 27.01.1903, mit Patent vom 22.06.1901, zum Leutnant befördert wurde. 1908 meldete Eberhard von Sick sich zur Kaiserlichen Schutztruppe für Deutsch-Ostafrika. Nach Besuch des Orientalischen Seminars in Berlin zur Ausbildung im Kolonialrecht bei Dr. Schnee und in der Suaheli-Sprache ging es Anfang September 1908 mit dem Dampfer ""Kronprinz"" der Deutsch-Ostafrika-Linie nach Dar-es-salaam. Bereits Anfang Oktober 1908 wurde er ins Innere auf die durch Hauptmann von Prince im Jahre 1895 gegründete Militärstation Kilimatinde (Landschaft Turu) kommandiert. Im Sommer 1909 nach Singidda versetzt, um die dort neu gegründete Station aufzubauen, wurde Eberhard von Sick am 16.06.1910 zum Oberleutnant befördert. Im gleichen Jahr war er für drei Monate Adjutant des Gouverneurs Freiherr von Rechenberg in Dar-es-salaam und trat im Oktober 1910 seinen Heimaturlaub an, von dem er im Frühjahr 1911 zurückkehrte. Bis zum Herbst 1912 tat er wieder Dienst in Singidda und war dann Adjutant des Kommandeurs der Schutztruppe Freiherr von Schleinitz. Auf eigenen Wunsch schied er 1913 aus der Schutztruppe aus. Er wird als ein ""vortrefflicher, für den afrikanischen Dienst ganz besonders geeigneter Offizier"" beurteilt, dessen Ausscheiden der Kommandeur der Schutztruppe lebhaft bedauert. Die Heimreise im Frühjahr 1913 gestaltete er zu einer 5-monatigen Weltreise, die ihn über Indien, Ceylon, Hongkong, Shanghai, Tsingtau, Peking, Japan, Wladiwostok, Moskau, Petersburg, Sanditten (Familiengut in Ostpreußen, auf dem er seine Schulferien verbracht hatte) nach Berlin führte. Im Oktober 1913 trat er wieder in sein altes Regiment, das Ulanenregiment Nr. 20 in Ludwigsburg, ein. Als Führer der 4. Eskadron seines Regiments rückte Eberhard von Sick 1914 ins Feld und war in Frankreich, Flandern, Polen und Serbien im Einsatz, seit 1918 führte er ein Bataillon des Landwehr-Infanterie-Regiments 120 in den Argonnen. Ausgezeichnet wurde er u.a. mit dem Eisernen Kreuz zweiter und erster Klasse und dem Ritterkreuz mit Schwertern des Hausordens von Hohenzollern. Nach dem Krieg studierte er in Hohenheim Landwirtschaft und siedelte 1921 in die österreichische Heimat seiner Gattin nach Linz über, wo er das Gut Hummelhof bewirtschaftete. Im 2. Weltkrieg diente er, zuletzt als Oberst, im Einsatz bei einer Wehrwirtschaftsinspektion. Eberhard von Sick starb, wenige Wochen vor seinem 95. Geburtstag, am 06.07.1978 in Linz. Eine große Trauergemeinde gab ihm das letzte Geleit. Seine Urne wurde in der Familiengrabstätte derer von Sick auf dem Stuttgarter Waldfriedhof beigesetzt.";https://d-nb.info/gnd/1156041619;"Nachweis aus dem Inventar III/III Kopie, E.Maluche

https://explore.gnd.network/gnd/1156041619";3404
Sieber;Sieber;1919;Datum erste Erwähnung: 1919, Erwerbungsvorgang;Sammelgebiet: Westafrika, Tikar;Sammler, Missionar;Person;;;Nachweis aus dem Inventar III / III Kopie, E.Maluche, DS  bearb. B. Gliesmann;380277
Siebert <Dr.>;Dr. Siebert;1915;Datum erste Erwähnung: 1915, Erwerbungsvorgänge;Sammelgebiet: Timor;Sammler, Stabsarzt;Person;;;Nachweis aus dem Inventar I A,und aus Objektdokumentation (KK), DS bearb. B. Gliesmann;90624
Siebold;Siebold;1888;Datum erste Erwähnung: 1888, Korrespondenz;Aufenthaltsort: Burgstall;Pastor;Person;;;aus dem Bürojournal, bearb. B. Gliesmann;319612
Siebold, Alex(ander);Alex(ander) Siebold;"1872; 28.12.1877; 1846 - 1911";"Datum erste Erwähnung: 1872, Aktenvorgang; Datum letzte Erwähnung: 28.12.1877; Lebensdaten: 1846 - 1911";"Tätigkeitsort: Wien; Tätigkeitsort: München; Aufenthaltsort: Erbach bei Ulm";Legationsrat;Person;"Kurzbiographie: Betreibt ""jap. Siebold Museum"" in München. In Zusammenhang mit der Schenkung als Sekretär der Japanischen Gesandschaft in Wien bezeichnet.";;Nachweis aus dem Vorgang E 903/1872, DS bearb. B. Gliesmann;311590
Siebold, Harriet;Harriet Siebold;1927;Datum erste Erwähnung: 1927, Erwerbungsvorgang;"Aufenthaltsort: Berlin; Aufenthaltsort: Bezirk, Wilmersdorf)";Veräußerer;Person;;;Nachweis aus dem Inventar V, DS bearb. B. Gliesmann;595
Siebold, Philipp Franz von;Philipp Franz von Siebold;"17.2.1796 - 18.10.1866; 18.8.1823 - 2.1.1830; 4.8.1859 - 4.1863";"Lebensdaten: 17.2.1796 - 18.10.1866; Tätigkeitszeit: 18.8.1823 - 2.1.1830, in Japan; Tätigkeitszeit: 4.8.1859 - 4.1863, in Japan";"Geburtsort: Würzburg; Sterbeort: München; Tätigkeitsort: Narutaki (Nagasaki) [...]";Sammler, Arzt, Oberstleutnant im Königlichen Niederländisch-Indisch. Generalstab, Japanforscher;Person;"Kurzbiographie: Im Alter von 24 Jahren legte er sein medizinisches Examen an der Universität Würzburg ab und wurde zwei Jahre später Generalinspektor des Sanitätswesens. 1823 - 1829 Phillip Franz von Siebold kommt als Arzt nach Japan. 
Im folgenden Jahr eröffnet er in Narutaki (Vorstadt von Nagasaki) eine kleine medizinische Privat-Ausbildungsstätte, in der er Patienten behandelte und westliche Medizin lehrte. 

Stationiert war er auf der Insel Dejima (Bucht von Nagasaki), der Niederländischen Ostindien-Kompanie (VOC) Handelsstation.*

Er studierte hier Geschichte, Voelkerkunde, Zoologie, Bontanik, Mythologie und Archäologie.
1826 begleitet er Johan Willem de Sturler, auf seiner Hofreise nach Edo. 1827 gebar seine japanische Frau Taki ein Mädchen, Ine. 

1828 der verbotene Besitz einer Japankarte wird entdeckt (Siebold-Affäre). Man verweist ihn im folgenden Jahr aus dem Land. Zurück in Holland ließ sich Siebold in Leiden nieder, wo er sich den in Japan gesammelten 5000 Objekten aus den verschiedensten Gebieten widmete, sie analysierte und publizierte. Als 1858 nach der »Öffnung Japans« ein neuer japanisch-holländischer Handelsvertrag zustande kam, wurde Siebolds Verbannung von Japan aufgehoben. Im folgenden Jahr reiste er mit seinem zwölfjährigen Sohn Alexander nach Japan. 1863 kehrte er nach Europa zurück.";http://d-nb.info/gnd/118613960;"http://www.unterstein.net/Toyoashihara-no-Chiaki-Nagaioaki-no-Mitsuho-no-Kuni/SieboldNippon.pdf (8.5.2006): Auszüge aus ""Archiv zur Beschreibung von Japan..."", Würzburg/Leipzig, Verlag der k.u.k Buchhandlung Leo Woer, 1897 2.Aufl., 2 Bd.

umfangreiches Dokument zu Reiseberichte und Dokumentation: HTML Version: http://www.unterstein.net/Toyoashihara-no-Chiaki-Nagaioaki-no-Mitsuho-no-Kuni/PFvSiebold.html

Ergänzung Personendaten: http://kalliope.staatsbibliothek-berlin.de

Portrait in: Schätze aus deutschen Museen - Endeckung Korea!, Korea Foundation, 2011, S. 25 (Belegexemplar zur Ausst.)

Nachweis aus dem Vorgängen I B Asien (Einsicht), DS bearb. B. Gliesmann

s.a. Artikel in der wikipedia:
https://de.wikipedia.org/wiki/Philipp_Franz_von_Siebold, Stand 10. November 2019 (Potraitzeichnungen 1875 und 1835, Foto vom Grabstein, Familienwappen, zahlreiche web-links und Lit. angaben und Einzelnachweise)
* Wichtige Ortsangabe Insel Dejima hier bestätigt.";110704
Sieg <Dr.>;Dr. Sieg;1905;Datum erste Erwähnung: 1905, Erwähnung im Vorgang;Aufenthaltsort: Berlin;;Person;;;Nachweis aus dem EJ zum Vorgang E 88/1905 (IB Asien), DS bearb. Gliesmann;405833
Siegelmann, R.;R. Siegelmann;1904;Datum erste Erwähnung: 1904, Erwerbungsvorgang;Aufenthaltsort: Rostock (?);Veräußerer;Person;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;403634
Siegling, W.;W. Siegling;1912;Datum erste Erwähnung: 1912;;Protokoll der Sachverständigen-Kommission;Person;;;Protokolle der Sachverständigen-Kommission, Abt. Amerika 1909-1928, bearb. B. Gliesmann;311342
Siegmann;Siegmann;1910;Datum erste Erwähnung: 1910, Erwerbungsvorgang;Sammelgebiet: Südafrika;Zeichner;Person;;;Inhalt aus Inventar III/III Kopie, DS bearb. E. Maluche, B. Gliesmann;378002
Siemenroth, Franz;Franz Siemenroth;1901;Datum erste Erwähnung: 1901, Erwerbungsvorgang;"Sammelgebiet: China; Wohnort: Berlin";Veräußerer, Verlagbuchhändler;Person;;;"Nachweis aus dem Inventar I, DS bearb. B. Gliesmann

Visitenkarte im Vorgang E 1390/1901, IB 35 Asien, sowie Briefkopfpapier mit Adressangabe Geschäft und Wappen.";403001
Siemenroth&Troschel;Siemenroth&Troschel;1901/1902;Datum erste Erwähnung: 1901/1902, Erwerbungsvorgang;Sitz: Berlin;Verlagbuchhandel;Person;;;"Nachweis aus dem Vorgang E 1390/1901, IB 35 Asien, Briefkopfpapier mit Adressangabe Geschäft.
DS bearb. B. Gliesmann";403006
Siemens & Halske;Siemens & Halske;1887;Datum erste Erwähnung: 1887, Korrespondenz (Aktenvorgang);Sitz: Berlin;Mäzen;Körperschaft;;;Nachweis aus dem Bürojournal zum Vorgang,, E 722a/1887 (IIX), DS bearb. B. Gliesmann;380765
Siemens, Antonie von;Antonie von Siemens;"1896; 16.9.1840 - 22.12.1900";"Datum erste Erwähnung: 1896, Erwerbungsvorgang; Lebensdaten: 16.9.1840 - 22.12.1900";"Geburtsort: Hohenheim bei Stuttgart; Sterbeort: Charlottenburg";"Veräußerin, ""Frau Geheimrat""";Person;"Kurzbiographie: Tochter von Carl Georg Siemens, damit entfernte Nichte von Werner Siemens, die er in zweiter Ehe am 13. Juli 1869 heiratete.
Heirat.";;"Nachweis aus dem Inventar I, DS bearb. B. Gliesmann

Biogr. Angaben: https://de.wikipedia.org/wiki/Werner_von_Siemens + https://de.wikipedia.org/wiki/Carl_Georg_Siemens, Zugriff 01.02.2018
(bei beiden Artikeln leider keine Quellenangaben für die Angaben)";406487
Siemens, Werner von;Werner von Siemens;"9.3.1882; 13.12.1816 - 6.12.1892";"Datum erste Erwähnung: 9.3.1882, genannt im Anschreiben; Lebensdaten: 13.12.1816 - 6.12.1892";"Geburtsort: Lenthe (bei Hannover); Sterbeort: Berlin; Wohnort: Berlin";Geheimrat, Regierungsrat, Erfinder, Ingenieur, Industrieller;Person;Kurzbiographie: Militärausbildung in Magdeburg. 1842 Versetzung zur Artilleriewerkstatt in Berlin. Am 12. Oktober 1847 gründete er – noch immer im Hauptberuf Offizier – mit dem Mechaniker Johann Georg Halske in Berlin die Telegraphenbau-Anstalt von Siemens & Halske. Begründer der Elektrotechnik.;http://d-nb.info/gnd/118614088;"Nachweis aus der Akte IB Litt. J (Sammlung Macedo) 
DS Bearb. Gliesmann u. Barrera

biogr. Angaben: http://de.wikipedia.org/wiki/Werner_von_Siemens";332236
Siemsen, Palm;Palm Siemsen;"1897; 1879; *28.09.1852";"Datum letzte Erwähnung: 1897, Erwerbungsvorgang; Datum erste Erwähnung: 1879, Erwerbungsvorgang; Geburtsdatum: *28.09.1852";"Geburtsort: Hamburg; Aufenthaltsort: Celebes (Sulawesi); Amtssitz: Macassar (Makasar) [...]";Sammler, Kaiserlicher Deutscher Konsul, Kaufmann;Person;"Kurzbiographie: 1858 bis 1867 Besuch der Schule des Dr. Schleiden für den Kaufmannsstand. 3 jährige Lehrzeit in Hamburg. Besteht 1869 das Einj. Examen. Vom 01. April 1871 bis 01. April 1872 Militärzeit beim hanseat. Inf. Reg. No. 76 (4 Com.). 01. Oktober Gefreiter, März 1872 Examen für Reserve-Offiziere, als [unberzichlinger] Unteroffizier am 31. März entlassen. Reist am 5. April 1872 nach Indien ab, um eine Stellung bei der deutschen Firma J. [C]ohrmanns Co. (etabliert seit 1847) in Macasar (Celebres) anzutreten. Erhielt 1875 die Prokura der Firma, zum 01. Juni als Teilhaber, seit 1889 alleiniger Inhaber. Wird im Juni 1879 zum Konsul des Deutschen Reichs in Macasar ernannt.Unterstützt und empfängt wis. Forscher wie Geh. Rat. Prof. Dr. A. Bastian, Dr. A. B. Meyer aus Dresden, Prof. Wilhelm Joest, Dr. A. Baessler sowie Dr. Jagor. 1888 zur Erholung nach Europa und im selben Jahr wieder zurück nach Macasar. In Folge eines Magenleidens kehrt er zur ""Kräftigung der Gesundheit"" nach Europa zurück. Plant seine Rückkehr für den Februar 1895. Im Jahre 1887 von Sr. königl. Hoheit dem Großherzog von Hessen und bei Rhein das Ritterkreut I. te Kl., Philip des Großmüthigen und im Sept. 1894 von Sr. königl. Hoheit den Prinzen Albrecht Regent von Braunschweig das Ritterkreuz II. te Kl. Heinrich des Löwen verliehen bekommen.";;"Nachweis aus dem Inventar I und ""Curriculum Vitae"" aus E 1245/1894, bearb. B. Gliesmann
Aus der Objektliste Seite 4 zum Vorgang E 1561/1879, I B Bastian (EM_AS)";90622
Sievers <Prof. Dr.>;Prof. Dr. Sievers;1926;Datum erste Erwähnung: 1926, Nennung im Anschreiben;Tätigkeitsort: Berlin (?);Legationsrat, tätig im Auswärtiges Amt, Berlin (?);Person;;;Nachweis aus dem Vorgang I B Amerika, bearb. B. Gliesmann;319093
Sikora, F.;F. Sikora;"1899; † um/vor 1902";"Datum erste Erwähnung: 1899, Korresondenz (?), Vorgang; Todesdatum: † um/vor 1902, Erwähnung in der Korrespondenz*";"Aufenthaltsort: Madagaskar; Aufenthaltsort: Réunion";"Fotograf, Naturwissenschaftler (""Naturaliste"")";Person;;;"Nachweis aus dem Vorgang E 1102/1900 (I B 24 Afrika) + E 687/1902 (IB 26 Afrika), DS bearb. B. Gliesmann

*Ehefrau als Witwe bezeichnet.";407063
Simon <Dr.>;Dr. Simon;1896;Datum erste Erwähnung: 1896, Erwähnung in der Korrespondenz (Aktenvorgang);"Aufenthaltsort: Kolonie/""Schutzgebiet"", Deutsch-Ostafrika (?)";;Person;;;Nachweis aus dem Vorgang I B Afrika, E 789/1896*, I B 16 Afrika, E 1007/1896, DS bearb. B. Gliesmann;4269
Simon <Frau>;Frau Simon;1928;Datum erste Erwähnung: 1928, Erwerbungsvorgang;;Veräußerin;Person;;;Nachweis aus Inventarbuch I A, DS berabeitet von B. Weiss, DS bearb. B. Gliesmann;403331
Simon, Carl;Carl Simon;1928;Datum erste Erwähnung: 1928, Erwerbungsvorgang;Aufenthaltsort: Schwäbisch-Gmünd;Veräußerer;Person;;;Nachweis aus dem Inventar V, DS bearb. B. Gliesmann;598
Simon, Gerson;Gerson Simon;"1905; 1906; 31.5.1858 - 7.2.1931";"Datum erste Erwähnung: 1905, Erwerbungsvorgang; Datum letzte Erwähnung: 1906, Erwerbungsvorgang; Lebensdaten: 31.5.1858 - 7.2.1931";"Geburtsort: Lechenich (Rheinland); Sterbeort: Berlin; Aufenthaltsort: Berlin";Mäzen, Großkaufmann;Person;Kurzbiographie: Miteigentümer des Tüll-Spitzen und Weißwarengeschäfts Jacob& Richter, 1906 Kommerzienrat, Vorsitzender des Vorstandes der Jüdischen Gemeinde zu Berlin (ab 1927). Gründet den Reichsverband des deutschen Groß- und Überseehandels*.;;"kurz-biographische Angaben, Lebensdaten  aus Cella-Margaretha Girardet: Jüdische Mäzene für die Preußischen Museen zu Berlin - Studie zum Mäzenatentum im Deutschen Kaiserreich und in der Weimarer Republik, Verlag Dr. Hänsel-Hohenhausen 1997, S. 207 - übermittelt von Beate Ebelt (Zentralarchiv) - Stand: 16.8.2010

ergänzt: Sterbedatum, Geburtsort im Rheinland, Wohnadresse und Gründung Reichsverband* bei Dr. des. Regina Höfer: Provenance Research on a Colonial Ethnographic Collection: The Legacy of L. A. Waddell in Berlin Museums, in: Baessler-Archiv. Beiträge zur Völkerkunde, Band 64, 2017, S. 60/61 - Einzelnachweise: SMB-ZA usw.

DS bearb. B. Gliesmann";1227
Simon, James;James Simon;"1904; 1908; 17.9.1851 - 23.5.1932";"Datum erste Erwähnung: 1904, Erwerbungsvorgang; Datum letzte Erwähnung: 1908, Erwerbungsvorgang; Lebensdaten: 17.9.1851 - 23.5.1932";"Geburtsort: Berlin; Sterbeort: Berlin; Wohnort: Berlin [...]";Sammler, Mäzen, Großkaufmann;Person;"Kurzbiographie: Sohn einer jüdischen Mittelstandsfamilie. Vater Isaak führte ein florierendes Herrengarderobengeschäft. James Simon durfte das humanistische Gymnasium ""Zum Grauen Kloster"" besuchen. Die klassische Ausbildung in Latein und Griechisch, die Lektüre antike Autoren un Alten Geschichte weckte sein Interesse. Zudem war er sehr begabt auf den Gebieten der Musik - spielte Klavier und Geige. 1869 Abitur. 1876 Teilhaber der 1852 gegr. Firma Gebrüder Simon, des größten deutschen Handelshauses für Baumwolle und Leinengewebe. 
1890 Übernahme der Leitung des Unternehmens. 
1879 heiratete Simon Agnes Reichenheim (1852-1921), Tochter des Textilunternehmers und späteren preußischen Landtagsabgeordneten Leonor Reichenheim. 

Soziales Engagement für benachteiligte Kinder. Neben anderer sozialer Einrichtungen förderte er besonders den ""Verein für Ferienkolonien"". Dieser Verein bot kranken Berliner Schulkindern unter anderem die Möglichkeit, sich in einem von ihm finanzierten Sommerheim an der Ostsee in Kolberg zu erholen (Anm.: die jüngste Tochter Marie-Luise war geistig behindert und starb bereits im Jahr 1900). 

1883 lernt Simon Bode kennen. Der spätere Generaldirektor der Staatlichen Museen beriet den Unternehmer in Fragen des Sammelns.

James Simon interessierte sich früh für die Altertumsforschung. 1886 finanziert er die erste, durch einen Privatmann ermöglichte, Grabung in Babylon. 1887 stieß James Simon zu den Gründern des Orient Comité, deren Ziel in der Finanzierung orientalischer Ausgrabungen für deutsche Museen bestand. Nach zehn Jahren 1898 gründete er einen neuen Träger mit, die Deutsche Orient-Gesellschaft. Gewinnt Kaiser Wilhelm II. als Protektor der Grabungen. Finanzieller Organisator von 16 Grabungen der Gesellschaft in Vorderasien und Ägypten (1901-1914).

1900 Unterstützung bei der Einrichtung eines Museums für deutsche Volkskunde, welches Vorbild für viele Heimatmuseen in Preußen wurde. Vorsitzender des Vereins für Volkstrachten und Erzeugnisse des Hausgewerbes. Mitglied des Vereins für Volkskunde und des ethnologischen Hilfskomitees.

1910 Ehrendoktor der Universität Berlin.";"http://d-nb.info/gnd/	117392634";"Nachweis aus dem Inventar I und III, DS bearb. B. Gliesmann

GND (Kalliope): ergänz. Tätigkeiten/Funktion
Quelle: Kurzbiogr., Personenangaben s. Bem. *

kurz-biographische Angaben, Lebensdaten  aus Cella-Margaretha Girardet: Jüdische Mäzene für die Preußischen Museen zu Berlin - Studie zum Mäzenatentum im Deutschen Kaiserreich und in der Weimarer Republik, Verlag Dr. Hänsel-Hohenhausen 1997, S. 208 - übermittelt von Beate Ebelt (Zentralarchiv)*²

Inhalt aus Inventar III, bearb. E. Maluche";116087
Simson, August von;August von Simson;12.9.1908;Datum erste Erwähnung: 12.9.1908, Korrespondenz;Tätigkeitsort: Berlin;Geheimer Justizrat;Person;;;Nachweis aus dem Vorgang E 1906/1908 (IB 21 Austr.), DS bearb. B. Gliesmann;402051
Sinogowitz, E.;E. Sinogowitz;1887 - 1908;Beschäftigungszeit: 1887 - 1908, tätig am Museum für Völkerkunde Berlin;Tätigkeitsort: Berlin;Volontär, Hilfsarbeiter;Person;;;Nachweis aus den Vorgängen als Bearbeiter der Sache gez., DS bearb. B. Gliesmann;107283
Smend, Julius von;Julius von Smend;"1873 - 1939; 1900; 1904";"Lebensdaten: 1873 - 1939; Datum erste Erwähnung: 1900, Erwähnung im Aktenvorgang; Datum letzte Erwähnung: 1904, Erwerbungsvorgang";"Geburtsort: Recke (Kr. Tecklenburg); Sterbeort: Mülheim a.d. Ruhr; Ausbildungsort: Detmold [...]";Leutnant, Oberleutnant, Stationsleiter, Bezirksleiter;Person;Kurzbiographie: Smend wurde 1893 Leutnant im 6. Westfälischen Infanterie-Regiment in Detmold. Zwei Jahre später wurde er zur Schloßgarde-Kompanie nach Berlin kommandiert, ab 1900 war er in der Kolonialabteilung des Auswärtigen Amtes tätig. Bis 1906 wirkte Smend als kommissarischer Bezirksamtmann in Togo. Während seines Aufenthaltes dort erwarb er für das Museum für Völkerkunde in Berlin eine umfangreiche ethnographische Sammlung und machte auch phonographische Aufnahmen. 1910 wurde er Hauptmann und Kompaniechef des 7. Rheinischen Infanterie-Regiments in Trier. Zu Beginn des Ersten Weltkrieges an der französischen Front schwer verwundet, fand Smend ab 1916 Verwendung als Major im Kriegministerium und Reichspensionsamt in Berlin.;;"Nachweis aus dem Inventar III / III Kopie, E. Maluche, DS bearb. B. Gliesmann 

biogr. Angaben:
DGb, 6. Bd., 1978., Akten MV. verwendet in:
Die Wachswalzenzylinder des BPA, S. Ziegler, SMB/Ethnolog. Museum 2006, S. 377";105368
Smith, J.H.;J.H. Smith;1906;Datum erste Erwähnung: 1906, Erwerbungsvorgang;Sammelgebiet: Kolonie, Britisch-Neuguinea;Veräußerer;Person;;;Nachweis aus dem Inventar IV, III, DS bearb. E. Maluche;928
Smithonian Institution;Smithonian Institution;"1887; 1904";"Datum erste Erwähnung: 1887, Korrespondenz (Aktenvorgang); Datum erste Erwähnung: 1904, Erwerbungsvorgänge";Standort: Washington D.C. (Vereinigte Staaten, USA);;Körperschaft;;;Nachweis aus dem Inventar I, DS bearb. B. Gliesmann;380689
Smithsonian Institution;Smithsonian Institution;"1874; 1958";"Datum erste Erwähnung: 1874, Aktenvorgang; Datum letzte Erwähnung: 1958, Vorgang";Standort: Washington D.C. (Vereinigte Staaten, USA);;Körperschaft;;https://reconcile.gnd.network/gnd/38076-3;"Nachweis aus dem Inventar I, aus dem Vorgang I B 6 Amerika (Einsicht), E 507/1880, DS bearb. B. Gliesmann

Ansetzung: http://www.mnh.si.edu/";99841
Snellemann;Snellemann;1908;Datum erste Erwähnung: 1908, Erwerbungsvorgang;"Aufenthaltsort: Rotterdam; Tätigkeitsort: Samoa";Direktor;Person;;;Nachweis aus dem Inventar IV, bearbeitet E. Maluche;358408
Snethlage, Emil Heinrich;Emil Heinrich Snethlage;"31.8.1897 - 25.11.1939; 1928; 1939";"Lebensdaten: 31.8.1897 - 25.11.1939; Datum erste Erwähnung: 1928, Aktenvorgang; Datum letzte Erwähnung: 1939, Korrespondenz";"Geburtsort: Bremerhaven; Sterbeort: Potsdam; Studienort: Berlin [...]";Sammler, wissenschaftlicher Hilfsarbeiter, Botaniker;Person;"Kurzbiographie: Noch in der Ausbildung wurde Snethlage 1917 zum Militär einberufen. Nach seiner Entlassung aus dem Heeresdienst 1919 machte er ein „Kriegsabitur“ und studierte anschließend Zoologie mit Schwerpunkt Ornithologie in Freiburg, Kiel und Berlin. Er promovierte 1923 und reiste im gleichen Jahr bis 1926 zu zoologischen Forschungen nach Brasilien. 1927 wurde Snethlage mit der Betreuung der südamerikanischen Sammlungen des Berliner Museums für Völkerkunde beauftragt. 
1933 bis 1935 unternahm er eine zweite Expedition in das brasilianisch-bolivianische Grenzgebiet, wo er neben seiner Sammeltätigkeit für das Museum eine Walzensammlung verschiedener indigener Bevölkerungsgruppen für das Phonogramm-Archiv zusammentrug. Kurz vor seinem Tode erhielt er 1939 den Posten des stellvertretenden Leiters der Amerikanischen Sammlungen.";;"Quelle:  Mitteilung von seinem Sohn Rotger Snethlage, 1999, verwendet in: Die Wachswalzenzylinder des BPA, S. Ziegler, SMB/Ethnolog. Museum 2006, S. 377

DS bearb. B. Gliesmann

Ergänzung aus Günther Hartmann in: ZfE, Bd. 100, Verl. Albert Limbach Braunschweig 1975, S. 315, 316/321
DS bearb. A. Beyer

Internet-Ressource: http://www.snethlage.eu/content/?p=17,  Publiziert am 22. Februar 2010 von Rotger Michael Snethlage - Stand: 11.8.2010

Nachweis über Kartei für 01.01.1949 bis 31.12.1959, DS angel. R. Lau";2088
